,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year,Team (3 Letter),Age,Player Height,Player Weight,Season,Salary,Team City,Team State,Team Name
9769,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,SEA,23.0,195.58,97.52228,2000-01,1074720.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
9770,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,SEA,24.0,195.58,100.697424,2001-02,1155240.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
9771,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,MIL,25.0,195.58,100.697424,2002-03,1235880.0,Milwaukee,Wisconsin,Milwaukee Bucks
9772,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,MIL,26.0,195.58,100.697424,2003-04,1898312.0,Milwaukee,Wisconsin,Milwaukee Bucks
9773,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,MIL,27.0,195.58,100.697424,2004-05,6529630.0,Milwaukee,Wisconsin,Milwaukee Bucks
9774,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,NOK,28.0,195.58,100.697424,2005-06,7333333.0,New Orleans,Louisiana,New Orleans Pelicans
9775,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,NOK,29.0,195.58,100.697424,2006-07,8037037.0,New Orleans,Louisiana,New Orleans Pelicans
9776,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,MIL,30.0,195.58,100.697424,2007-08,5000000.0,Milwaukee,Wisconsin,Milwaukee Bucks
9777,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,OKC,31.0,195.58,100.697424,2008-09,5300000.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
9778,Desmond Mason,10,2001,2010,1977-10-11,Waxahachie,Texas,Oklahoma State University,17th overall,1st round,Seattle SuperSonics,2000,SAC,32.0,195.58,100.697424,2009-10,76850.0,Sacramento,California,Sacramento Kings
1389,Desmond Penigar,1,2004,2004,1981-07-16,Upland,California,Utah State University,,,,,ORL,22.0,200.66,111.13004,2003-04,,Orlando,Florida,Orlando Magic
5485,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,LAL,22.0,203.2,99.79024,1999-00,790000.0,Los Angeles,California,Los Angeles Lakers
5486,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,LAL,23.0,203.2,99.79024,2000-01,849720.0,Los Angeles,California,Los Angeles Lakers
5487,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,LAL,24.0,203.2,99.79024,2001-02,834250.0,Los Angeles,California,Los Angeles Lakers
5488,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,LAL,25.0,203.2,102.0582,2002-03,4546000.0,Los Angeles,California,Los Angeles Lakers
5489,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,LAL,26.0,203.2,108.86208,2003-04,4546000.0,Los Angeles,California,Los Angeles Lakers
5490,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,LAL,27.0,203.2,108.86208,2004-05,4546000.0,Los Angeles,California,Los Angeles Lakers
5491,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,LAL,28.0,203.2,106.59412,2005-06,5000600.0,Los Angeles,California,Los Angeles Lakers
5492,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,DAL,29.0,203.2,106.59412,2006-07,1974259.0,Dallas,Texas,Dallas Mavericks
5493,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,DAL,30.0,203.2,106.59412,2007-08,2369111.0,Dallas,Texas,Dallas Mavericks
5494,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,DAL,31.0,203.2,106.59412,2008-09,1600000.0,Dallas,Texas,Dallas Mavericks
5495,Devean George,11,2000,2010,1977-08-29,Minneapolis,Minnesota,Augsburg College,23rd overall,1st round,Los Angeles Lakers,1999,GSW,32.0,203.2,106.59412,2009-10,1600000.0,San Francisco,California,Golden State Warriors
5060,Devin Booker,7,2016,2022,1996-10-30,Grand Rapids,Michigan,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,PHX,19.0,198.12,93.439952,2015-16,2055840.0,Phoenix,Arizona,Phoenix Suns
5061,Devin Booker,7,2016,2022,1996-10-30,Grand Rapids,Michigan,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,PHX,20.0,198.12,93.439952,2016-17,2223600.0,Phoenix,Arizona,Phoenix Suns
5062,Devin Booker,7,2016,2022,1996-10-30,Grand Rapids,Michigan,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,PHX,21.0,198.12,95.25432,2017-18,2319360.0,Phoenix,Arizona,Phoenix Suns
5063,Devin Booker,7,2016,2022,1996-10-30,Grand Rapids,Michigan,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,PHX,22.0,198.12,95.25432,2018-19,3314365.0,Phoenix,Arizona,Phoenix Suns
5064,Devin Booker,7,2016,2022,1996-10-30,Grand Rapids,Michigan,University of Kentucky,13th overall,1st round,Phoenix Suns,2015,PHX,23.0,195.58,93.439952,2019-20,27285000.0,Phoenix,Arizona,Phoenix Suns
10061,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,,DEN,24.0,195.58,106.59412,2002-03,34946.0,Denver,Colorado,Denver Nuggets
10062,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,,SAS,25.0,195.58,106.59412,2003-04,563679.0,San Antonio,Texas,San Antonio Spurs
10063,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,,SAS,26.0,195.58,99.79024,2004-05,695046.0,San Antonio,Texas,San Antonio Spurs
10064,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,,UTA,27.0,195.58,99.79024,2005-06,2500000.0,Salt Lake City,Utah,Utah Jazz
10065,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,,NOK,28.0,195.58,99.79024,2006-07,1064518.0,New Orleans,Louisiana,New Orleans Pelicans
10066,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,,CLE,29.0,195.58,95.25432,2007-08,1200000.0,Cleveland,Ohio,Cleveland Cavaliers
10067,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,,NOH,30.0,195.58,95.25432,2008-09,998398.0,New Orleans,Louisiana,New Orleans Pelicans
10068,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,,CHI,31.0,195.58,95.25432,2009-10,1100000.0,Chicago,Illinois,Chicago Bulls
6770,Devin Ebanks,3,2011,2013,1989-10-28,Queens,New York,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010,LAL,21.0,205.74,97.52228,2010-11,473604.0,Los Angeles,California,Los Angeles Lakers
6771,Devin Ebanks,3,2011,2013,1989-10-28,Queens,New York,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010,LAL,22.0,205.74,97.52228,2011-12,762195.0,Los Angeles,California,Los Angeles Lakers
6772,Devin Ebanks,3,2011,2013,1989-10-28,Queens,New York,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010,LAL,23.0,205.74,97.52228,2012-13,1040000.0,Los Angeles,California,Los Angeles Lakers
7920,Devin Green,1,2006,2006,1982-10-25,Columbus,Ohio,Hampton University,,,,,LAL,23.0,200.66,96.161504,2005-06,398762.0,Los Angeles,California,Los Angeles Lakers
10649,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DAL,22.0,190.5,83.91452,2004-05,2741880.0,Dallas,Texas,Dallas Mavericks
10650,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DAL,23.0,190.5,83.91452,2005-06,2947440.0,Dallas,Texas,Dallas Mavericks
10651,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DAL,24.0,190.5,83.91452,2006-07,3153120.0,Dallas,Texas,Dallas Mavericks
10652,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,NJN,25.0,190.5,83.91452,2007-08,3995003.0,New York,New York,New York Knicks
10653,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,NJN,26.0,190.5,83.91452,2008-09,7800000.0,New York,New York,New York Knicks
10654,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,NJN,27.0,190.5,86.18248,2009-10,8400000.0,New York,New York,New York Knicks
10655,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,UTA,28.0,190.5,86.18248,2010-11,8981000.0,Salt Lake City,Utah,Utah Jazz
10656,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,UTA,29.0,190.5,87.089664,2011-12,9319000.0,Salt Lake City,Utah,Utah Jazz
10657,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,ATL,30.0,190.5,87.089664,2012-13,8500000.0,Atlanta,Georgia,Atlanta Hawks
10658,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DAL,31.0,190.5,87.089664,2013-14,1272279.0,Dallas,Texas,Dallas Mavericks
10659,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DAL,32.0,190.5,87.089664,2014-15,3878896.0,Dallas,Texas,Dallas Mavericks
10660,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DAL,33.0,190.5,83.91452,2015-16,4053446.0,Dallas,Texas,Dallas Mavericks
10661,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DAL,34.0,190.5,83.91452,2016-17,4227996.0,Dallas,Texas,Dallas Mavericks
10662,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DEN,35.0,190.5,83.91452,2017-18,4402546.0,Denver,Colorado,Denver Nuggets
10663,Devin Harris,15,2005,2019,1983-02-27,Milwaukee,Wisconsin,University of Wisconsin,5th overall,1st round,Washington Wizards,2004,DAL,36.0,190.5,83.91452,2018-19,2393887.0,Dallas,Texas,Dallas Mavericks
10264,Devin Robinson,2,2018,2019,1995-03-07,Chesterfield,Viginia,University of Florida,,,,,WAS,23.0,203.2,90.7184,2017-18,77250.0,Washington DC,Washington DC,Washington Wizards
10265,Devin Robinson,2,2018,2019,1995-03-07,Chesterfield,Viginia,University of Florida,,,,,WAS,24.0,203.2,90.7184,2018-19,77250.0,Washington DC,Washington DC,Washington Wizards
7486,Devonte' Graham,4,2019,2022,1995-02-22,Raleigh,North Carolina,University of Kansas,34th overall,2nd round,Atlanta Hawks,2018,CHA,24.0,187.96,83.91452,2018-19,,Charlotte,North Carolina,Charlotte Hornets
7487,Devonte' Graham,4,2019,2022,1995-02-22,Raleigh,North Carolina,University of Kansas,34th overall,2nd round,Atlanta Hawks,2018,CHA,24.0,187.96,83.91452,2018-19,,Charlotte,North Carolina,Charlotte Hornets
7488,Devonte' Graham,4,2019,2022,1995-02-22,Raleigh,North Carolina,University of Kansas,34th overall,2nd round,Atlanta Hawks,2018,CHA,25.0,185.42,88.45044,2019-20,1416852.0,Charlotte,North Carolina,Charlotte Hornets
7489,Devonte' Graham,4,2019,2022,1995-02-22,Raleigh,North Carolina,University of Kansas,34th overall,2nd round,Atlanta Hawks,2018,CHA,25.0,185.42,88.45044,2019-20,1416852.0,Charlotte,North Carolina,Charlotte Hornets
5275,Devyn Marble,2,2015,2016,1992-09-21,Southfield,Michigan,University of Iowa,56th overall,2nd round,Denver Nuggets,2014,ORL,22.0,198.12,90.7184,2014-15,884879.0,Orlando,Florida,Orlando Magic
5276,Devyn Marble,2,2015,2016,1992-09-21,Southfield,Michigan,University of Iowa,56th overall,2nd round,Denver Nuggets,2014,ORL,23.0,198.12,90.7184,2015-16,845059.0,Orlando,Florida,Orlando Magic
749,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ORL,24.0,213.36,115.66596,2013-14,256623.0,Orlando,Florida,Orlando Magic
750,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ORL,25.0,213.36,111.13004,2014-15,816482.0,Orlando,Florida,Orlando Magic
751,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ORL,26.0,213.36,111.13004,2015-16,947276.0,Orlando,Florida,Orlando Magic
752,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,SAS,27.0,213.36,111.13004,2016-17,2898000.0,San Antonio,Texas,San Antonio Spurs
753,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ATL,28.0,213.36,111.13004,2017-18,6900000.0,Atlanta,Georgia,Atlanta Hawks
754,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ATL,29.0,213.36,111.13004,2018-19,6300000.0,Atlanta,Georgia,Atlanta Hawks
755,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ATL,30.0,213.36,111.13004,2019-20,13333333.0,Atlanta,Georgia,Atlanta Hawks
9901,Dexter Pittman,4,2011,2014,1988-03-02,Rosenberg,Texas,University of Texas at Austin,32nd overall,2nd round,Miami Heat,2010,MIA,23.0,210.82,139.70633600000002,2010-11,473604.0,Miami,Florida,Miami Heat
9902,Dexter Pittman,4,2011,2014,1988-03-02,Rosenberg,Texas,University of Texas at Austin,32nd overall,2nd round,Miami Heat,2010,MIA,24.0,210.82,129.27372,2011-12,762195.0,Miami,Florida,Miami Heat
9903,Dexter Pittman,4,2011,2014,1988-03-02,Rosenberg,Texas,University of Texas at Austin,32nd overall,2nd round,Miami Heat,2010,MEM,25.0,210.82,129.27372,2012-13,854389.0,Memphis,Tennessee,Memphis Grizzlies
9904,Dexter Pittman,4,2011,2014,1988-03-02,Rosenberg,Texas,University of Texas at Austin,32nd overall,2nd round,Miami Heat,2010,ATL,26.0,210.82,129.27372,2013-14,107776.0,Atlanta,Georgia,Atlanta Hawks
5120,Deyonta Davis,3,2017,2019,1996-12-02,Muskegon,Michigan,Michigan State University,31st overall,2nd round,Boston Celtics,2016,MEM,20.0,208.28,108.86208,2016-17,1369229.0,Memphis,Tennessee,Memphis Grizzlies
5121,Deyonta Davis,3,2017,2019,1996-12-02,Muskegon,Michigan,Michigan State University,31st overall,2nd round,Boston Celtics,2016,MEM,21.0,210.82,107.501304,2017-18,1312611.0,Memphis,Tennessee,Memphis Grizzlies
5122,Deyonta Davis,3,2017,2019,1996-12-02,Muskegon,Michigan,Michigan State University,31st overall,2nd round,Boston Celtics,2016,ATL,22.0,210.82,107.501304,2018-19,1544951.0,Atlanta,Georgia,Atlanta Hawks
10729,Diamond Stone,1,2017,2017,1997-02-10,Milwaukee,Wisconsin,University of Maryland,40th overall,2nd round,New Orleans Pelicans,2016,LAC,20.0,210.82,115.66596,2016-17,543471.0,Los Angeles,California,LA Clippers
10643,Diante Garrett,2,2013,2014,1988-11-03,Milwaukee,Wisconsin,Iowa State University,,,,,PHX,24.0,193.04,86.18248,2012-13,473604.0,Phoenix,Arizona,Phoenix Suns
10644,Diante Garrett,2,2013,2014,1988-11-03,Milwaukee,Wisconsin,Iowa State University,,,,,UTA,25.0,193.04,86.18248,2013-14,719266.0,Salt Lake City,Utah,Utah Jazz
1572,Dijon Thompson,2,2006,2007,1983-02-23,Los Angeles,California,"University of California, Los Angeles",54th overall,2nd round,New York Knicks,2005,PHX,23.0,200.66,88.45044,2005-06,398762.0,Phoenix,Arizona,Phoenix Suns
1573,Dijon Thompson,2,2006,2007,1983-02-23,Los Angeles,California,"University of California, Los Angeles",54th overall,2nd round,New York Knicks,2005,ATL,24.0,203.2,90.7184,2006-07,89101.0,Atlanta,Georgia,Atlanta Hawks
11142,Dillon Brooks,5,2018,2022,1996-01-22,Mississauga,Canada,University of Oregon,45th overall,2nd round,Houston Rockets,2017,MEM,22.0,198.12,99.79024,2017-18,815615.0,Memphis,Tennessee,Memphis Grizzlies
11143,Dillon Brooks,5,2018,2022,1996-01-22,Mississauga,Canada,University of Oregon,45th overall,2nd round,Houston Rockets,2017,MEM,23.0,198.12,99.79024,2018-19,1378242.0,Memphis,Tennessee,Memphis Grizzlies
11144,Dillon Brooks,5,2018,2022,1996-01-22,Mississauga,Canada,University of Oregon,45th overall,2nd round,Houston Rockets,2017,MEM,24.0,200.66,102.0582,2019-20,1618520.0,Memphis,Tennessee,Memphis Grizzlies
2650,Dion Glover,6,2000,2005,1978-10-22,Marietta,Georgia,Georgia Institute of Technology,20th overall,1st round,Atlanta Hawks,1999,ATL,21.0,195.58,103.418976,1999-00,893000.0,Atlanta,Georgia,Atlanta Hawks
2651,Dion Glover,6,2000,2005,1978-10-22,Marietta,Georgia,Georgia Institute of Technology,20th overall,1st round,Atlanta Hawks,1999,ATL,22.0,195.58,103.418976,2000-01,960480.0,Atlanta,Georgia,Atlanta Hawks
2652,Dion Glover,6,2000,2005,1978-10-22,Marietta,Georgia,Georgia Institute of Technology,20th overall,1st round,Atlanta Hawks,1999,ATL,23.0,195.58,103.418976,2001-02,1027440.0,Atlanta,Georgia,Atlanta Hawks
2653,Dion Glover,6,2000,2005,1978-10-22,Marietta,Georgia,Georgia Institute of Technology,20th overall,1st round,Atlanta Hawks,1999,ATL,24.0,195.58,103.418976,2002-03,1584312.0,Atlanta,Georgia,Atlanta Hawks
2654,Dion Glover,6,2000,2005,1978-10-22,Marietta,Georgia,Georgia Institute of Technology,20th overall,1st round,Atlanta Hawks,1999,TOR,25.0,195.58,102.0582,2003-04,1000000.0,Toronto,Canada,Toronto Raptors
2655,Dion Glover,6,2000,2005,1978-10-22,Marietta,Georgia,Georgia Institute of Technology,20th overall,1st round,Atlanta Hawks,1999,SAS,26.0,195.58,102.0582,2004-05,,San Antonio,Texas,San Antonio Spurs
8918,Dion Waiters,8,2013,2020,1991-12-10,Philadelphia,Pennsylvania,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,CLE,21.0,193.04,97.52228,2012-13,3726600.0,Cleveland,Ohio,Cleveland Cavaliers
8919,Dion Waiters,8,2013,2020,1991-12-10,Philadelphia,Pennsylvania,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,CLE,22.0,193.04,102.0582,2013-14,3894240.0,Cleveland,Ohio,Cleveland Cavaliers
8920,Dion Waiters,8,2013,2020,1991-12-10,Philadelphia,Pennsylvania,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,OKC,23.0,193.04,102.0582,2014-15,4062000.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
8921,Dion Waiters,8,2013,2020,1991-12-10,Philadelphia,Pennsylvania,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,OKC,24.0,193.04,99.79024,2015-16,5138430.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
8922,Dion Waiters,8,2013,2020,1991-12-10,Philadelphia,Pennsylvania,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,MIA,25.0,193.04,99.79024,2016-17,2898000.0,Miami,Florida,Miami Heat
8923,Dion Waiters,8,2013,2020,1991-12-10,Philadelphia,Pennsylvania,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,MIA,26.0,193.04,97.52228,2017-18,12100000.0,Miami,Florida,Miami Heat
8924,Dion Waiters,8,2013,2020,1991-12-10,Philadelphia,Pennsylvania,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,MIA,27.0,193.04,97.52228,2018-19,12705000.0,Miami,Florida,Miami Heat
8925,Dion Waiters,8,2013,2020,1991-12-10,Philadelphia,Pennsylvania,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,LAL,28.0,190.5,95.25432,2019-20,375385.0,Los Angeles,California,Los Angeles Lakers
8553,Dionte Christmas,1,2014,2014,1986-09-15,Philadelphia,Pennsylvania,Temple University,,,,,PHX,27.0,195.58,92.98636,2013-14,490180.0,Phoenix,Arizona,Phoenix Suns
11646,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,22.0,213.36,107.501304,1999-00,1583000.0,Dallas,Texas,Dallas Mavericks
11647,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,23.0,210.82,107.501304,2000-01,1693560.0,Dallas,Texas,Dallas Mavericks
11648,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,24.0,213.36,111.13004,2001-02,2157595.0,Dallas,Texas,Dallas Mavericks
11649,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,25.0,213.36,111.13004,2002-03,10067750.0,Dallas,Texas,Dallas Mavericks
11650,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,26.0,213.36,111.13004,2003-04,11326219.0,Dallas,Texas,Dallas Mavericks
11651,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,27.0,213.36,111.13004,2004-05,12584688.0,Dallas,Texas,Dallas Mavericks
11652,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,28.0,213.36,111.13004,2005-06,13843156.0,Dallas,Texas,Dallas Mavericks
11653,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,29.0,213.36,111.13004,2006-07,15101625.0,Dallas,Texas,Dallas Mavericks
11654,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,30.0,213.36,111.13004,2007-08,16360094.0,Dallas,Texas,Dallas Mavericks
11655,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,31.0,213.36,111.13004,2008-09,18077904.0,Dallas,Texas,Dallas Mavericks
11656,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,32.0,213.36,111.13004,2009-10,19795714.0,Dallas,Texas,Dallas Mavericks
11657,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,33.0,213.36,111.13004,2010-11,17278618.0,Dallas,Texas,Dallas Mavericks
11658,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,34.0,213.36,111.13004,2011-12,19092873.0,Dallas,Texas,Dallas Mavericks
11659,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,35.0,213.36,111.13004,2012-13,20907128.0,Dallas,Texas,Dallas Mavericks
11660,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,36.0,213.36,111.13004,2013-14,22721381.0,Dallas,Texas,Dallas Mavericks
11661,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,37.0,213.36,111.13004,2014-15,7974482.0,Dallas,Texas,Dallas Mavericks
11662,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,38.0,213.36,111.13004,2015-16,8333333.0,Dallas,Texas,Dallas Mavericks
11663,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,39.0,213.36,111.13004,2016-17,25000000.0,Dallas,Texas,Dallas Mavericks
11664,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,40.0,213.36,111.13004,2017-18,5000000.0,Dallas,Texas,Dallas Mavericks
11665,Dirk Nowitzki,21,1999,2019,1978-06-19,Wurzburg,Germany,,9th overall,1st round,Milwaukee Bucks,1998,DAL,41.0,213.36,111.13004,2018-19,5000000.0,Dallas,Texas,Dallas Mavericks
8419,Domantas Sabonis,6,2017,2022,1996-05-03,Portland,Oregon,Gonzaga University,11th overall,1st round,Orlando Magic,2016,OKC,21.0,210.82,108.86208,2016-17,2440200.0,Oklahoma City,Oklahoma,Oklahoma City Thunder
8420,Domantas Sabonis,6,2017,2022,1996-05-03,Portland,Oregon,Gonzaga University,11th overall,1st round,Orlando Magic,2016,IND,22.0,208.28,114.305184,2017-18,2550000.0,Indianapolis,Indiana,Indiana Pacers
8421,Domantas Sabonis,6,2017,2022,1996-05-03,Portland,Oregon,Gonzaga University,11th overall,1st round,Orlando Magic,2016,IND,23.0,210.82,108.86208,2018-19,2659800.0,Indianapolis,Indiana,Indiana Pacers
8422,Domantas Sabonis,6,2017,2022,1996-05-03,Portland,Oregon,Gonzaga University,11th overall,1st round,Orlando Magic,2016,IND,24.0,210.82,108.86208,2019-20,3529555.0,Indianapolis,Indiana,Indiana Pacers
1266,Dominic McGuire,6,2008,2013,1985-10-20,San Diego,California,"University of California, California State University, Fresno",47th overall,2nd round,Washington Wizards,2007,WAS,22.0,205.74,99.79024,2007-08,427163.0,Washington DC,Washington DC,Washington Wizards
