,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year,Team (3 Letter),Age,Player Height,Player Weight,Season,Salary
677,John Coughran,1,1980,1980,1951-09-12,Pittsburg,California,University of California,74th overall,5th round,Cleveland Cavaliers,1973,,,,,,
678,Allen Crabbe,7,2014,2020,1992-04-09,Los Angeles,California,University of California,31st overall,2nd round,Cleveland Cavaliers,2013,POR,22.0,198.12,95.25432,2013-14,825000.0
679,Allen Crabbe,7,2014,2020,1992-04-09,Los Angeles,California,University of California,31st overall,2nd round,Cleveland Cavaliers,2013,POR,23.0,198.12,95.25432,2014-15,862000.0
680,Allen Crabbe,7,2014,2020,1992-04-09,Los Angeles,California,University of California,31st overall,2nd round,Cleveland Cavaliers,2013,POR,24.0,198.12,95.25432,2015-16,947276.0
681,Allen Crabbe,7,2014,2020,1992-04-09,Los Angeles,California,University of California,31st overall,2nd round,Cleveland Cavaliers,2013,POR,25.0,198.12,97.52228,2016-17,18500000.0
682,Allen Crabbe,7,2014,2020,1992-04-09,Los Angeles,California,University of California,31st overall,2nd round,Cleveland Cavaliers,2013,BKN,26.0,198.12,97.52228,2017-18,18500000.0
683,Allen Crabbe,7,2014,2020,1992-04-09,Los Angeles,California,University of California,31st overall,2nd round,Cleveland Cavaliers,2013,BKN,27.0,198.12,96.161504,2018-19,19332500.0
684,Allen Crabbe,7,2014,2020,1992-04-09,Los Angeles,California,University of California,31st overall,2nd round,Cleveland Cavaliers,2013,MIN,28.0,195.58,96.161504,2019-20,18500000.0
685,Hal Crisler,1,1947,1947,1923-12-31,Richmond,California,Iowa State University,,,,,,,,,,
686,Russell Critchfield,1,1969,1969,1946-06-27,Salinas,California,University of California,,,,,,,,,,
687,Winston Crite,2,1988,1989,1965-06-20,Bakersfield,California,Texas A&M University,53rd overall,3rd round,Phoenix Suns,1987,,,,,,
688,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,IND,25.0,205.74,106.59412,1999-00,
689,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,IND,26.0,205.74,109.769264,2000-01,5300000.0
690,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,IND,27.0,208.28,109.769264,2001-02,6310000.0
691,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,IND,28.0,208.28,109.769264,2002-03,6960000.0
692,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,IND,29.0,208.28,109.769264,2003-04,7610000.0
693,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,IND,30.0,208.28,109.769264,2004-05,8260000.0
694,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,IND,31.0,208.28,106.59412,2005-06,7900000.0
695,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,DAL,32.0,208.28,106.59412,2006-07,7300000.0
696,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,GSW,33.0,208.28,106.59412,2007-08,1219590.0
697,Austin Croshere,12,1998,2009,1975-05-01,Los Angeles,California,Providence College,12th overall,1st round,Indiana Pacers,1997,SAS,34.0,208.28,108.86208,2008-09,601436.0
698,Mark Crow,1,1978,1978,1954-10-22,Edwards AFB,California,Duke University,111th overall,6th round,New Jersey Nets,1977,,,,,,
699,Jared Cunningham,4,2013,2016,1991-05-22,Oakland,California,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,DAL,22.0,193.04,88.45044,2012-13,1156320.0
700,Jared Cunningham,4,2013,2016,1991-05-22,Oakland,California,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,SAC,23.0,193.04,88.45044,2013-14,1301208.0
701,Jared Cunningham,4,2013,2016,1991-05-22,Oakland,California,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,LAC,24.0,193.04,88.45044,2014-15,
702,Jared Cunningham,4,2013,2016,1991-05-22,Oakland,California,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,CLE,25.0,193.04,88.45044,2015-16,1039074.0
703,Howie Dallmar,3,1947,1949,1922-05-24,San Francisco,California,Stanford University,,,,,,,,,,
704,Antonio Davis,13,1994,2006,1968-10-31,Oakland,California,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990,TOR,31.0,205.74,104.32616,1999-00,
705,Antonio Davis,13,1994,2006,1968-10-31,Oakland,California,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990,TOR,32.0,205.74,104.32616,2000-01,5500000.0
706,Antonio Davis,13,1994,2006,1968-10-31,Oakland,California,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990,TOR,33.0,205.74,104.32616,2001-02,11000000.0
707,Antonio Davis,13,1994,2006,1968-10-31,Oakland,California,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990,TOR,34.0,205.74,104.32616,2002-03,12000000.0
708,Antonio Davis,13,1994,2006,1968-10-31,Oakland,California,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990,CHI,35.0,205.74,104.32616,2003-04,12925000.0
709,Antonio Davis,13,1994,2006,1968-10-31,Oakland,California,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990,CHI,36.0,205.74,111.13004,2004-05,12925000.0
710,Antonio Davis,13,1994,2006,1968-10-31,Oakland,California,University of Texas at El Paso,45th overall,2nd round,Indiana Pacers,1990,TOR,37.0,205.74,111.13004,2005-06,13925000.0
711,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,CHH,21.0,190.5,95.25432,1999-00,2712000.0
712,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,CHH,22.0,190.5,96.161504,2000-01,2916000.0
713,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,CHH,23.0,190.5,101.151016,2001-02,3119400.0
714,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,NOH,24.0,190.5,101.151016,2002-03,3942922.0
715,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,NOH,25.0,190.5,101.151016,2003-04,10960000.0
716,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,GSW,26.0,190.5,101.151016,2004-05,12330000.0
717,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,GSW,27.0,190.5,97.52228,2005-06,13700000.0
718,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,GSW,28.0,190.5,97.52228,2006-07,15070000.0
719,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,GSW,29.0,190.5,97.52228,2007-08,16440000.0
720,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,LAC,30.0,190.5,97.52228,2008-09,11250000.0
721,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,LAC,31.0,190.5,97.52228,2009-10,12150000.0
722,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,CLE,32.0,190.5,97.52228,2010-11,13000000.0
723,Baron Davis,13,2000,2012,1979-04-13,Los Angeles,California,"University of California, Los Angeles",3rd overall,1st round,Charlotte Hornets,1999,NYK,33.0,190.5,96.161504,2011-12,15252181.0
724,Tyler Davis,1,2019,2019,1997-05-22,San Jose,California,Texas A&M University,,,,,OKC,22.0,208.28,120.655472,2018-19,77250.0
725,Austin Daye,6,2010,2015,1988-06-05,Irvine,California,Gonzaga University,15th overall,1st round,Detroit Pistons,2009,DET,22.0,210.82,90.7184,2009-10,1677840.0
726,Austin Daye,6,2010,2015,1988-06-05,Irvine,California,Gonzaga University,15th overall,1st round,Detroit Pistons,2009,DET,23.0,210.82,90.7184,2010-11,1803720.0
727,Austin Daye,6,2010,2015,1988-06-05,Irvine,California,Gonzaga University,15th overall,1st round,Detroit Pistons,2009,DET,24.0,210.82,90.7184,2011-12,1929600.0
728,Austin Daye,6,2010,2015,1988-06-05,Irvine,California,Gonzaga University,15th overall,1st round,Detroit Pistons,2009,MEM,25.0,210.82,90.7184,2012-13,2958444.0
729,Austin Daye,6,2010,2015,1988-06-05,Irvine,California,Gonzaga University,15th overall,1st round,Detroit Pistons,2009,SAS,26.0,210.82,90.7184,2013-14,947907.0
730,Austin Daye,6,2010,2015,1988-06-05,Irvine,California,Gonzaga University,15th overall,1st round,Detroit Pistons,2009,ATL,27.0,210.82,99.79024,2014-15,1263550.0
731,Greg Deane,1,1980,1980,1957-12-06,Tulare,California,University of Utah,67th overall,4th round,Utah Jazz,1979,,,,,,
732,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ORL,24.0,213.36,115.66596,2013-14,256623.0
733,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ORL,25.0,213.36,111.13004,2014-15,816482.0
734,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ORL,26.0,213.36,111.13004,2015-16,947276.0
735,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,SAS,27.0,213.36,111.13004,2016-17,2898000.0
736,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ATL,28.0,213.36,111.13004,2017-18,6900000.0
737,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ATL,29.0,213.36,111.13004,2018-19,6300000.0
738,Dewayne Dedmon,9,2014,2022,1989-08-12,Lancaster,California,University of Southern California,,,,,ATL,30.0,213.36,111.13004,2019-20,13333333.0
739,Bryce Dejean-Jones,1,2016,2016,1992-08-21,Los Angeles,California,"University of Southern California, University of Nevada, Las Vegas, Iowa State University",,,,,NOP,23.0,198.12,92.079176,2015-16,61775.0
740,Bison Dele,8,1992,1999,1969-04-06,Fresno,California,"University of Maryland, University of Arizona",10th overall,1st round,Orlando Magic,1991,,,,,,
741,Dell Demps,3,1994,1997,1970-02-12,Long Beach,California,University of the Pacific,,,,,,,,,,
742,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,20.0,200.66,99.79024,2009-10,2282640.0
743,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,21.0,200.66,99.79024,2010-11,2453880.0
744,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,22.0,200.66,97.975872,2011-12,2625000.0
745,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,23.0,200.66,97.975872,2012-13,3344250.0
746,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,24.0,200.66,97.975872,2013-14,9500000.0
747,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,25.0,200.66,99.79024,2014-15,9500000.0
748,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,26.0,200.66,99.79024,2015-16,9500000.0
749,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,27.0,200.66,99.79024,2016-17,26540100.0
750,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,TOR,28.0,200.66,99.79024,2017-18,27739975.0
751,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,SAS,29.0,200.66,99.79024,2018-19,27739975.0
752,DeMar DeRozan,13,2010,2022,1989-08-07,Compton,California,University of Southern California,9th overall,1st round,Toronto Raptors,2009,SAS,30.0,198.12,99.79024,2019-20,27739975.0
753,Coby Dietrick,13,1971,1983,1948-07-23,Riverside,California,San Jose State University,155th overall,10th round,San Francisco Warriors,1970,,,,,,
754,Harry Dinnel,1,1968,1968,1940-10-09,Venice,California,Pepperdine University,,,,,,,,,,
755,Spencer Dinwiddie,8,2015,2022,1993-04-06,Los Angeles,California,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,DET,22.0,198.12,90.7184,2014-15,700000.0
756,Spencer Dinwiddie,8,2015,2022,1993-04-06,Los Angeles,California,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,CHI,23.0,198.12,90.7184,2015-16,845059.0
757,Spencer Dinwiddie,8,2015,2022,1993-04-06,Los Angeles,California,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,BKN,24.0,198.12,90.7184,2016-17,726672.0
758,Spencer Dinwiddie,8,2015,2022,1993-04-06,Los Angeles,California,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,BKN,25.0,198.12,90.7184,2017-18,1524305.0
759,Spencer Dinwiddie,8,2015,2022,1993-04-06,Los Angeles,California,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,BKN,26.0,198.12,95.25432,2018-19,1656092.0
760,Spencer Dinwiddie,8,2015,2022,1993-04-06,Los Angeles,California,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,BKN,27.0,195.58,97.52228,2019-20,10605600.0
761,Tyler Dorsey,2,2018,2019,1996-02-18,Pasadena,California,University of Oregon,41st overall,2nd round,Atlanta Hawks,2017,ATL,22.0,195.58,83.007336,2017-18,815615.0
762,Tyler Dorsey,2,2018,2019,1996-02-18,Pasadena,California,University of Oregon,41st overall,2nd round,Atlanta Hawks,2017,MEM,23.0,195.58,83.007336,2018-19,1378242.0
763,Larry Drew II,2,2015,2018,1990-03-05,Los Angeles,California,"University of North Carolina, University of California, Los Angeles",,,,,PHI,25.0,187.96,81.64656,2014-15,53716.0
764,Larry Drew II,2,2015,2018,1990-03-05,Los Angeles,California,"University of North Carolina, University of California, Los Angeles",,,,,NOP,28.0,187.96,81.64656,2017-18,222474.0
765,Ralph Drollinger,1,1981,1981,1954-04-20,La Mesa,California,"University of California, Los Angeles",121st overall,7th round,Boston Celtics,1976,,,,,,
766,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,CHA,22.0,200.66,102.0582,2007-08,1137000.0
767,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,PHX,23.0,200.66,102.0582,2008-09,1222320.0
768,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,PHX,24.0,200.66,102.0582,2009-10,1307640.0
769,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,PHX,25.0,200.66,102.0582,2010-11,2151068.0
770,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,PHX,26.0,200.66,102.0582,2011-12,4250000.0
771,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,PHX,27.0,200.66,102.0582,2012-13,4250000.0
772,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,LAC,28.0,200.66,102.0582,2013-14,4250000.0
773,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,MIL,29.0,200.66,102.0582,2014-15,4250000.0
774,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,WAS,30.0,200.66,102.0582,2015-16,4250000.0
775,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,PHX,31.0,200.66,102.0582,2016-17,10470000.0
776,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,PHX,32.0,200.66,108.86208,2017-18,10000000.0
777,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,BKN,33.0,200.66,107.501304,2018-19,9530000.0
778,Jared Dudley,14,2008,2021,1985-07-10,San Diego,California,Boston College,22nd overall,1st round,Charlotte Bobcats,2007,LAL,34.0,198.12,107.501304,2019-20,1620564.0
779,Craig Dykema,1,1982,1982,1959-06-11,Lakewood,California,"California State University, Long Beach",66th overall,3rd round,Phoenix Suns,1981,,,,,,
780,Jim Eakins,10,1969,1978,1946-05-24,Sacramento,California,Brigham Young University,57th overall,5th round,San Francisco Warriors,1968,,,,,,
781,Mark Eaton,11,1983,1993,1957-01-24,Westminster,California,"University of California, Los Angeles",107th overall,5th round,Phoenix Suns,1979,,,,,,
782,Tyus Edney,4,1996,2001,1973-02-14,Gardena,California,"University of California, Los Angeles",47th overall,2nd round,Sacramento Kings,1995,IND,28.0,177.8,75.296272,2000-01,523500.0
783,Kessler Edwards,1,2022,2022,2000-08-09,Glendale,California,,,,,,,,,,,
784,Shane Edwards,1,2014,2014,1987-05-31,Los Angeles,California,University of Arkansas at Little Rock,,,,,CLE,27.0,200.66,99.79024,2013-14,28834.0
785,LeRon Ellis,3,1992,1996,1969-04-28,Los Angeles,California,"University of Kentucky, Syracuse University",22nd overall,1st round,Los Angeles Clippers,1991,,,,,,
786,Wayne Engelstad,1,1989,1989,1965-12-06,Rosemead,California,,,,,,,,,,,
787,James Ennis III,8,2015,2022,1990-07-01,Ventura,California,,,,,,MIA,24.0,200.66,94.347136,2014-15,
788,James Ennis III,8,2015,2022,1990-07-01,Ventura,California,,,,,,NOP,25.0,200.66,95.25432,2015-16,
789,James Ennis III,8,2015,2022,1990-07-01,Ventura,California,,,,,,MEM,26.0,200.66,95.25432,2016-17,
790,James Ennis III,8,2015,2022,1990-07-01,Ventura,California,,,,,,DET,27.0,200.66,95.25432,2017-18,
791,James Ennis III,8,2015,2022,1990-07-01,Ventura,California,,,,,,PHI,28.0,200.66,95.25432,2018-19,
792,James Ennis III,8,2015,2022,1990-07-01,Ventura,California,,,,,,ORL,29.0,198.12,97.52228,2019-20,1882867.0
793,Keith Erickson,12,1966,1977,1944-04-19,San Francisco,California,"University of California, Los Angeles",18th overall,3rd round,San Francisco Warriors,1965,,,,,,
794,John Fairchild,4,1966,1970,1943-04-28,Encinitas,California,Brigham Young University,16th overall,2nd round,Los Angeles Lakers,1965,,,,,,
795,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,LAL,20.0,187.96,81.64656,2006-07,939120.0
796,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,LAL,21.0,187.96,81.64656,2007-08,1009560.0
797,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,LAL,22.0,187.96,81.64656,2008-09,1080000.0
798,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,LAL,23.0,187.96,81.64656,2009-10,1947240.0
799,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,NJN,24.0,187.96,81.64656,2010-11,3750000.0
800,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,NJN,25.0,187.96,81.64656,2011-12,4000000.0
801,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,LAL,27.0,187.96,81.64656,2013-14,1106942.0
802,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,LAC,28.0,187.96,81.64656,2014-15,2100000.0
803,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,MEM,29.0,187.96,81.64656,2015-16,2291455.0
804,Jordan Farmar,10,2007,2017,1986-11-30,Los Angeles,California,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006,SAC,30.0,187.96,81.64656,2016-17,82976.0
805,Tony Farmer,2,1998,2000,1970-01-03,Los Angeles,California,"San Jose State University, University of Nebraska",,,,,GSW,30.0,205.74,110.676448,1999-00,
806,Bob Feerick,4,1947,1950,1920-01-02,San Francisco,California,Santa Clara University,,,,,,,,,,
807,Noel Felix,1,2006,2006,1981-10-04,Los Angeles,California,"California State University, Fresno",,,,,SEA,24.0,205.74,102.0582,2005-06,
808,Eric Fernsten,6,1976,1984,1953-11-01,Oakland,California,University of San Francisco,62nd overall,4th round,Cleveland Cavaliers,1975,,,,,,
809,Landry Fields,5,2011,2015,1988-06-27,Long Beach,California,Stanford University,39th overall,2nd round,New York Knicks,2010,NYK,23.0,200.66,95.25432,2010-11,473604.0
810,Landry Fields,5,2011,2015,1988-06-27,Long Beach,California,Stanford University,39th overall,2nd round,New York Knicks,2010,NYK,24.0,200.66,97.52228,2011-12,762195.0
811,Landry Fields,5,2011,2015,1988-06-27,Long Beach,California,Stanford University,39th overall,2nd round,New York Knicks,2010,TOR,25.0,200.66,97.52228,2012-13,5000000.0
812,Landry Fields,5,2011,2015,1988-06-27,Long Beach,California,Stanford University,39th overall,2nd round,New York Knicks,2010,TOR,26.0,200.66,97.52228,2013-14,5225000.0
813,Landry Fields,5,2011,2015,1988-06-27,Long Beach,California,Stanford University,39th overall,2nd round,New York Knicks,2010,TOR,27.0,200.66,97.52228,2014-15,8500000.0
814,Malik Fitts,2,2021,2022,1997-07-04,Lynwood,California,,,,,,,,,,,
815,Isaac Fontaine,1,2002,2002,1975-04-16,Sacramento,California,Washington State University,,,,,,,,,,
816,Don Ford,7,1976,1982,1952-12-31,Santa Barbara,California,"University of New Mexico, University of California, Santa Barbara",92nd overall,6th round,Los Angeles Lakers,1975,,,,,,
817,Bayard Forrest,2,1978,1979,1954-07-08,San Jose,California,Grand Canyon University,54th overall,3rd round,Phoenix Suns,1975,,,,,,
818,Greg Foster,13,1991,2003,1968-10-03,Oakland,California,"University of California, Los Angeles, University of Texas at El Paso",35th overall,2nd round,Washington Bullets,1990,SEA,31.0,210.82,113.398,1999-00,857000.0
819,Greg Foster,13,1991,2003,1968-10-03,Oakland,California,"University of California, Los Angeles, University of Texas at El Paso",35th overall,2nd round,Washington Bullets,1990,LAL,32.0,210.82,113.398,2000-01,1760000.0
820,Greg Foster,13,1991,2003,1968-10-03,Oakland,California,"University of California, Los Angeles, University of Texas at El Paso",35th overall,2nd round,Washington Bullets,1990,MIL,33.0,210.82,108.86208,2001-02,1764247.0
821,Greg Foster,13,1991,2003,1968-10-03,Oakland,California,"University of California, Los Angeles, University of Texas at El Paso",35th overall,2nd round,Washington Bullets,1990,TOR,34.0,210.82,108.86208,2002-03,401951.0
822,Tremaine Fowlkes,4,2002,2005,1976-04-11,Los Angeles,California,"University of California, California State University, Fresno",54th overall,2nd round,Denver Nuggets,1998,LAC,26.0,203.2,99.79024,2001-02,
823,Tremaine Fowlkes,4,2002,2005,1976-04-11,Los Angeles,California,"University of California, California State University, Fresno",54th overall,2nd round,Denver Nuggets,1998,LAC,27.0,203.2,99.79024,2002-03,512435.0
824,Tremaine Fowlkes,4,2002,2005,1976-04-11,Los Angeles,California,"University of California, California State University, Fresno",54th overall,2nd round,Denver Nuggets,1998,DET,28.0,198.12,96.161504,2003-04,638679.0
825,Tremaine Fowlkes,4,2002,2005,1976-04-11,Los Angeles,California,"University of California, California State University, Fresno",54th overall,2nd round,Denver Nuggets,1998,IND,29.0,203.2,99.79024,2004-05,79029.0
826,Jamaal Franklin,2,2014,2015,1991-07-21,Moreno Valley,California,San Diego State University,41st overall,2nd round,Memphis Grizzlies,2013,MEM,22.0,195.58,86.636072,2013-14,535000.0
827,Jamaal Franklin,2,2014,2015,1991-07-21,Moreno Valley,California,San Diego State University,41st overall,2nd round,Memphis Grizzlies,2013,DEN,23.0,195.58,86.636072,2014-15,864510.0
828,Anthony Frederick,3,1989,1992,1964-12-07,Los Angeles,California,Pepperdine University,133rd overall,6th round,Denver Nuggets,1986,,,,,,
829,Corey Gaines,5,1989,1995,1965-06-01,Los Angeles,California,"University of California, Los Angeles, Loyola Marymount University",65th overall,3rd round,Seattle SuperSonics,1988,,,,,,
830,Gene Gallette,1,1947,1947,1919-02-22,San Francisco,California,,,,,,,,,,,
831,Marlon Garnett,1,1999,1999,1975-07-03,Los Angeles,California,Santa Clara University,,,,,,,,,,
832,Dean Garrett,6,1997,2002,1966-11-27,Los Angeles,California,Indiana University,38th overall,2nd round,Phoenix Suns,1988,MIN,33.0,210.82,113.398,1999-00,2520000.0
833,Dean Garrett,6,1997,2002,1966-11-27,Los Angeles,California,Indiana University,38th overall,2nd round,Phoenix Suns,1988,MIN,34.0,210.82,113.398,2000-01,2880000.0
834,Dean Garrett,6,1997,2002,1966-11-27,Los Angeles,California,Indiana University,38th overall,2nd round,Phoenix Suns,1988,GSW,35.0,210.82,113.398,2001-02,3240000.0
835,Paul George,12,2011,2022,1990-05-02,Palmdale,California,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010,IND,21.0,203.2,95.25432,2010-11,2238360.0
836,Paul George,12,2011,2022,1990-05-02,Palmdale,California,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010,IND,22.0,203.2,97.52228,2011-12,2406240.0
837,Paul George,12,2011,2022,1990-05-02,Palmdale,California,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010,IND,23.0,203.2,100.243832,2012-13,2574120.0
838,Paul George,12,2011,2022,1990-05-02,Palmdale,California,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010,IND,24.0,205.74,99.79024,2013-14,3282003.0
839,Paul George,12,2011,2022,1990-05-02,Palmdale,California,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010,IND,25.0,205.74,99.79024,2014-15,15800000.0
840,Paul George,12,2011,2022,1990-05-02,Palmdale,California,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010,IND,26.0,205.74,99.79024,2015-16,16900000.0
841,Paul George,12,2011,2022,1990-05-02,Palmdale,California,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010,IND,27.0,205.74,99.79024,2016-17,18100000.0
